College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
Dolphin PG Institute of BioMedical & Natural ,Uttarakhand,Medical,60000.0,70000.0,7.7,8.4,6.5,7.9,7.8,6.7,8.6
"Patanjali University, Haridwar ",Uttarakhand,Medical,50000.0,20000.0,8.2,8.4,8.3,8.4,8.4,7.8,8.1
"MotherHood University, Roorkee ",Uttarakhand,Medical,105000.0,0.0,8,8.3,7.9,7.6,8,8,8.3
Swami Rama Himalayan University ,Uttarakhand,Medical,126500.0,67500.0,7,7.1,6.6,6.9,7.4,7.1,6.7
Shri Guru Ram Rai University ,Uttarakhand,Medical,115589.0,83649.0,7.6,7.8,7.1,7.9,7.9,7.3,7.7
Himgiri Zee University ,Uttarakhand,Medical,100000.0,0.0,7.9,8.5,5.5,9,8,7.7,8.8
Dev Bhoomi Group of Institutions ,Uttarakhand,Medical,297000.0,0.0,7.8,8.1,7.1,7.8,8,8,7.8
Roorkee Institute of Technology ,Uttarakhand,Medical,0.0,0.0,8.5,8.5,8.5,8.6,8.7,8.4,8.5
Sardar Bhagwan Singh University ,Uttarakhand,Medical,117500.0,126500.0,8.7,8.7,8.3,9.3,9,8.3,8.7
Institute of Clinical Research ,Uttarakhand,Medical,0.0,0.0,--,--,--,--,--,--,--
"Sai group of institutions, Dehradun ",Uttarakhand,Medical,87600.0,97600.0,8.8,9,8,9.3,9,9,8.7
"PAL College of Technology and Management, Haldwani ",Uttarakhand,Medical,0.0,0.0,8.2,8.3,8.3,8.2,8.3,7.7,8.3
"Beehive College of Advanced Studies, Dehradun ",Uttarakhand,Medical,46000.0,0.0,--,--,--,--,--,--,--
"Sai Business and Media School, Dehradun ",Uttarakhand,Medical,122600.0,0.0,--,--,--,--,--,--,--
Swami Vivekanand Institute of Management ,Uttarakhand,Medical,0.0,0.0,9.2,8,--,--,--,--,--
"DBS PG College, Dehradun ",Uttarakhand,Medical,0.0,0.0,6.9,7.8,6,8.8,5.8,4.4,8.4
"Government Degree College, Dehradun ",Uttarakhand,Medical,0.0,0.0,8.6,--,--,--,--,--,--
"Government Girl's Degree College, Nainital ",Uttarakhand,Medical,0.0,0.0,--,--,--,--,--,--,--
"PNG Government PG College, Nainital ",Uttarakhand,Medical,0.0,0.0,7.8,8.8,7,9,8,5.4,8.6
"Chandola Homoeopathic Medical College and Hospital, Udham ",Uttarakhand,Medical,110000.0,110000.0,8.5,8.7,8,8.7,8.3,7.7,9.7
Sardar Bhagwan Singh Post Graduate Institute of ,Uttarakhand,Medical,117500.0,126500.0,8.2,8.3,7.6,8.8,7.9,8,8.6
Himalayan College of Nursing ,Uttarakhand,Medical,84750.0,0.0,8,8,--,--,8,8,--
Uttaranchal College of Technology and BioMedical Sciences ,Uttarakhand,Medical,75000.0,75000.0,6.2,6.8,4.8,7.8,6,5.4,6.6
Jaspal Rana Institute of Education and Technology ,Uttarakhand,Medical,24000.0,0.0,--,--,--,--,--,--,--
All India Institute of Medical Sciences ,Uttarakhand,Medical,32400.0,22300.0,9.1,9.2,8.6,9.3,9.2,9.2,8.8
Dev Sanskriti Vishwavidyalaya ,Uttarakhand,Medical,30000.0,60000.0,9.2,9.6,9,9.3,9.1,9.1,9.3
JSS College of Pharmacy ,Tamil nadu,Pharmacy,253250.0,144500.0,8.5,8.9,7.6,9,8.7,8.1,8.8
Annamalai University ,Tamil nadu,Pharmacy,16380.0,103260.0,7.4,8.1,6.7,8,7.9,6.5,7.2
"SRM College of Pharmacy, Kanchipuram ",Tamil nadu,Pharmacy,175000.0,150000.0,7.8,8,7.3,7.5,8,8,8
Sri Ramachandra Institute of Higher Education and ,Tamil nadu,Pharmacy,150000.0,100000.0,8.5,8.5,7.8,8.7,9.1,7.9,8.7
PSG College of Pharmacy ,Tamil nadu,Pharmacy,135000.0,197000.0,8.8,8.4,9.3,8.8,9,8.1,9.1
Madras Medical College ,Tamil nadu,Pharmacy,646400.0,470000.0,7,7.2,6,7.7,7.2,6.8,7
"Vels Institute of Science, Technology & Advanced ",Tamil nadu,Pharmacy,78800.0,353800.0,8.1,8.4,7.5,8.4,8.1,7.8,8.3
"Sri Ramakrishna Institute of Paramedical Science, College ",Tamil nadu,Pharmacy,43000.0,75000.0,8.1,9,9,8,8,7.5,7
Christian Medical College ,Tamil nadu,Pharmacy,166900.0,0.0,9,9.3,8.4,9.3,9.3,9.2,8.7
SRM Institute of Technology ,Tamil nadu,Pharmacy,110000.0,185000.0,8,8,7.1,7.6,8.7,8.2,8.6
"Mohamed Sathak A.J. College of Pharmacy, Chennai ",Tamil nadu,Pharmacy,0.0,0.0,--,--,--,--,--,--,--
"Sathyabama Institute of Science and Technology, Chennai ",Tamil nadu,Pharmacy,150000.0,75000.0,7.8,7.9,8.4,7.6,7.7,8,7.2
"Sri Ramachandra Medical College, Chennai ",Tamil nadu,Pharmacy,150000.0,125000.0,8.5,8.5,8.5,8.6,8.8,8.2,8.2
"Kalasalingam Academy of Research and Education, Krishnankovil ",Tamil nadu,Pharmacy,30000.0,0.0,7.7,8,7.4,7.9,8.3,7,7.6
The Erode College of Pharmacy & Research ,Tamil nadu,Pharmacy,43000.0,55000.0,8.1,8.7,7.7,8.5,8.3,7.8,7.7
Karpagam Academy of Higher Education ,Tamil nadu,Pharmacy,145500.0,205500.0,7.4,7.8,6.8,7.5,7.5,7.1,7.5
Ponnaiyah Ramajayam Institute of Science and Technology ,Tamil nadu,Pharmacy,0.0,0.0,6.5,6.8,6.4,6.9,7,5.4,6.3
B.S. Abdur Rahman Crescent Institute of Science ,Tamil nadu,Pharmacy,210000.0,0.0,8.2,8.4,7.8,8.3,8.7,7.7,8.2
"CL Baid Metha College of Pharmacy, Chennai ",Tamil nadu,Pharmacy,0.0,0.0,7.7,8.4,6.3,8.6,7.9,7.4,7.4
"RVS College of Pharmaceutical Science, Coimbatore ",Tamil nadu,Pharmacy,49500.0,68000.0,9,9,--,--,--,--,--
"Dr. M.G.R. Educational and Research Institute, Chennai ",Tamil nadu,Pharmacy,90000.0,200000.0,7.4,7.6,7.4,7.1,7.8,6.8,7.5
"Jaya College of Paramedical Sciences, College of ",Tamil nadu,Pharmacy,0.0,0.0,5,6.5,1,6,5.5,5,6
"Alagappa University, Karaikudi ",Tamil nadu,Pharmacy,10500.0,0.0,8.5,8.9,7.9,8.9,8.4,8.2,8.4
"Annai Veilankanni Pharmacy College, Saidapet ",Tamil nadu,Pharmacy,28000.0,0.0,8.2,--,--,--,--,--,--
Bharath University ,Tamil nadu,Pharmacy,40000.0,120000.0,7.6,7.9,7.1,8.1,7.6,7.8,7
Vinayaka Missions University ,Tamil nadu,Pharmacy,50500.0,51000.0,8,8.2,7.2,8.7,7.6,7.8,8.4
"University VOC College of Engineering, Anna University ",Tamil nadu,Pharmacy,0.0,0.0,4,4,2,7,4,3,4
"Jaya Group of Institutions, Chennai ",Tamil nadu,Pharmacy,0.0,0.0,--,--,--,--,--,--,--
"Excel Group of Institutions, Namakkal ",Tamil nadu,Pharmacy,0.0,0.0,6.5,6.5,6.3,6.5,7.3,5.3,7.3
"Aadhi Bhagawan College of Pharmacy, Tiruvannamalai ",Tamil nadu,Pharmacy,0.0,0.0,8.4,--,--,--,--,--,--
Institute of Chemical Technology ,Maharashtra,Pharmacy,70750.0,64500.0,8.7,9.1,8.1,8.9,8.7,8.4,9.1
"Poona College of Pharmacy, Pune ",Maharashtra,Pharmacy,125000.0,50000.0,8.1,9,7.5,8.1,8.5,7.5,8.2
Bombay College of Pharmacy ,Maharashtra,Pharmacy,216568.0,41633.0,8.7,9,8.4,8.9,9.2,8.2,8.5
Rashtrasant Tukadoji Maharaj Nagpur University ,Maharashtra,Pharmacy,17696.0,16335.0,7.5,8,7.2,7.7,7.9,6.9,7.4
"Dr. Bhanuben Nanavati College of Pharmacy, Mumbai ",Maharashtra,Pharmacy,198000.0,150000.0,8.3,8.4,7.8,8.3,9.4,7.1,8.7
"Y. B. Chavan College of Pharmacy, Aurangabad ",Maharashtra,Pharmacy,130000.0,160000.0,7.9,8.8,7.2,8.3,8,7,7.8
RC Patel Institute of Pharmacutical Education and ,Maharashtra,Pharmacy,100000.0,152500.0,8.5,8.5,8.3,9.2,8.9,7.5,8.3
Dr. D.Y. Patil Institute of Pharmaceutical Sciences ,Maharashtra,Pharmacy,130000.0,130000.0,8.4,9,7.2,8.7,9.2,8.1,8.4
Bharati Vidyapeeth’s College of Pharmacy ,Maharashtra,Pharmacy,155000.0,200000.0,7.7,9,7.7,8.5,7.8,6,7
Bharati Vidyapeeth College of Pharmacy ,Maharashtra,Pharmacy,148292.0,163292.0,8.3,8,7.7,9,9.3,7.8,7.7
"Smt Kishoritai Bhoyar College of Pharmacy, Nagpur ",Maharashtra,Pharmacy,124000.0,155000.0,8.3,--,--,9,--,8,8
Principal K.M. Kundnani College of Pharmacy ,Maharashtra,Pharmacy,18210.0,36000.0,7.6,8.5,6,9,6.8,8,7.4
Maeer's Maharashtra Institute of Pharmacy ,Maharashtra,Pharmacy,261758.0,195000.0,8.8,8,8,8.5,9.5,9,9.5
VES College of Pharmacy ,Maharashtra,Pharmacy,181208.0,182731.0,9.1,9.4,8.6,9.4,9,8.8,9.5
"Dr DY Patil College of Pharmacy Akurdi, ",Maharashtra,Pharmacy,143053.0,133983.0,7.1,7,5,6.5,9,7,8
"MVP Samaj's College of Pharmacy, Nashik ",Maharashtra,Pharmacy,90000.0,80500.0,7.7,8.7,6.7,9,7,7.7,7.3
"Modern College of Pharmacy Nigdi, Pune ",Maharashtra,Pharmacy,115000.0,115000.0,7.7,8.4,7.2,8.3,8.2,6.8,7.5
"Ramnarain Ruia Autonomous College, Mumbai ",Maharashtra,Pharmacy,0.0,0.0,7.9,8.4,7,8,8.4,6.6,8.9
Savitribai Phule Pune University ,Maharashtra,Pharmacy,43500.0,0.0,7.6,8.1,7.1,7.9,7.9,6.8,7.5
"DY Patil University, Navi Mumbai ",Maharashtra,Pharmacy,300000.0,250000.0,7.5,7.3,7.1,7.7,7.5,7.4,7.8
Narsee Monjee Institute of Management Studies ,Maharashtra,Pharmacy,121500.0,352000.0,8.1,8.4,7.6,8.5,8.1,7.9,8.2
Seth GS Medical College ,Maharashtra,Pharmacy,12550.0,0.0,8,8.8,6.7,7.6,8,8.2,8.4
Mumbai University ,Maharashtra,Pharmacy,0.0,0.0,7.2,7.6,6.5,7.9,7.4,6.6,7
Mahatma Gandhi Institute of Medical Sciences ,Maharashtra,Pharmacy,92900.0,0.0,8.1,8.7,7.9,7.9,7.7,8.6,7.5
"Pravara Rural College of Pharmacy (Diploma), Ahmed ",Maharashtra,Pharmacy,120000.0,118000.0,8.5,8.7,8.3,8.7,8.3,8,8.7
Rajgad Dnyanpeeth's College of Pharmacy ,Maharashtra,Pharmacy,74000.0,67000.0,7.8,8,9.5,6.7,8,6.7,7.7
Dr. Vithalrao Vikhe Patil Foundation's Medical College ,Maharashtra,Pharmacy,0.0,0.0,8.3,8.5,7.4,8.6,9.4,8.3,7.4
Bharati Vidyapeeth Deemed University ,Maharashtra,Pharmacy,125000.0,142000.0,7.8,8.1,6.8,7.9,8.1,7.7,8.2
"P Wadhwani College of Pharmacy, Yavatmal ",Maharashtra,Pharmacy,95000.0,120000.0,8.4,--,--,--,--,--,--
"Amity University, Noida ",Uttar pradesh,Pharmacy,120000.0,120000.0,8.2,8,7.9,8.1,8.9,7.6,8.7
"Integral University, Lucknow ",Uttar pradesh,Pharmacy,140000.0,130000.0,7.4,7.6,7.3,7.4,8,6.5,7.4
Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Pharmacy,80000.0,142000.0,7.2,7.6,6.6,7.5,7.5,6,7.9
Banaras Hindu University ,Uttar pradesh,Pharmacy,8368.0,13410.0,8.3,8.7,8.1,8.4,8.8,7.2,8.6
Indian Institute of Technology ,Uttar pradesh,Pharmacy,36815.0,37315.0,8.5,8.5,8.2,8.1,7.6,9.1,9.2
Aligarh Muslim University ,Uttar pradesh,Pharmacy,0.0,0.0,8.3,8.8,7.9,8.5,8.8,7.2,8.6
"Amity University, Lucknow ",Uttar pradesh,Pharmacy,150000.0,182000.0,8.1,8,7.6,8.1,8.8,7.1,8.8
"INMANTEC Institutions, Ghaziabad ",Uttar pradesh,Pharmacy,90000.0,0.0,8.6,9.1,7.9,9.2,8.6,8.2,8.7
Teerthanker Mahaveer University ,Uttar pradesh,Pharmacy,173700.0,211500.0,8.1,8.3,7.6,8.2,8.7,7.3,8.3
Nirmala Group of Institutions ,Uttar pradesh,Pharmacy,105000.0,0.0,--,--,--,--,--,--,--
Sunder Deep Pharmacy College ,Uttar pradesh,Pharmacy,115000.0,105950.0,9.2,9.1,8.8,9.9,9.2,8.7,9.3
"SR College of Pharmacy, Jhansi ",Uttar pradesh,Pharmacy,66000.0,54000.0,--,--,--,--,--,--,--
Institute of Technology and Science ,Uttar pradesh,Pharmacy,0.0,0.0,8.2,8.6,7.5,8.3,8.6,7.9,8.1
Spectrum Institute of Pharmaceutical Sciences & Research ,Uttar pradesh,Pharmacy,80000.0,117200.0,--,--,--,--,--,--,--
"SD College of Pharmacy and Vocational studies, ",Uttar pradesh,Pharmacy,0.0,0.0,--,--,--,--,--,--,--
"Teerthanker Mahaveer University, College of Architecture ",Uttar pradesh,Pharmacy,0.0,0.0,--,--,--,--,--,--,--
Dr MC Saxena College of Pharmacy ,Uttar pradesh,Pharmacy,102250.0,93250.0,--,--,--,--,--,--,--
BBS Institute of Pharmaceutical and Allied Sciences ,Uttar pradesh,Pharmacy,0.0,0.0,4.7,7,4,7,6,2,2
Dayanand Dinanath College ,Uttar pradesh,Pharmacy,93803.0,92603.0,6.9,6,5.5,8.5,7.5,6.5,7.5
Chhatrapati Shahu Ji Maharaj University ,Uttar pradesh,Pharmacy,86163.0,71163.0,7.1,7.2,6.6,7.5,8,5.8,7.7
J.S. University ,Uttar pradesh,Pharmacy,80000.0,0.0,8.5,8.5,7.8,8.7,9,8.2,8.6
"Advance Institute of Biotech and Paramedical Sciences, ",Uttar pradesh,Pharmacy,63300.0,68750.0,7,7.7,4.3,8.5,6.7,7.5,7
"Monad University, Hapur ",Uttar pradesh,Pharmacy,71000.0,0.0,8,7.6,7.4,8.5,8,8.2,8.1
Sharda University ,Uttar pradesh,Pharmacy,110000.0,75000.0,7.9,7.7,7.6,7.9,8.6,6.9,8.6
Galgotias University ,Uttar pradesh,Pharmacy,110000.0,85000.0,7.6,7.9,6.9,7.9,7.5,7.7,7.8
"Rama University, Kanpur ",Uttar pradesh,Pharmacy,110000.0,100000.0,6.7,6.6,6.1,7.3,6.5,6.6,7.1
"GLA University, Mathura ",Uttar pradesh,Pharmacy,77000.0,178000.0,8.2,8.2,7.9,8.3,8.3,8.2,8.1
Sanskriti University ,Uttar pradesh,Pharmacy,125000.0,110000.0,7,7.2,6.7,7,7.5,6.9,6.8
"IFTM University, Moradabad ",Uttar pradesh,Pharmacy,140000.0,75000.0,7.8,7.9,7.5,8.1,8,6.8,8.3
"Jamia Hamdard University, New Delhi ",Delhi ncr,Pharmacy,80000.0,210000.0,7.5,8.1,7.3,7.8,8.1,6.5,7.4
"Amity University, Noida ",Delhi ncr,Pharmacy,120000.0,120000.0,8.2,8,7.9,8.1,8.9,7.6,8.7
Delhi Institute of Pharmaceutical Sciences and Research ,Delhi ncr,Pharmacy,50885.0,37885.0,8,8.5,7.2,8.2,8,7.7,8.1
Maharshi Dayanand University ,Delhi ncr,Pharmacy,33100.0,25600.0,7.8,8,7.7,8,8.4,6.6,8
All India Institute of Medical Sciences ,Delhi ncr,Pharmacy,2045.0,0.0,8.7,9,8,9.1,9,8.2,8.8
"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Pharmacy,50100.0,0.0,8,8.4,7.6,8.3,8.4,7.2,8.2
Guru Gobind Singh Indraprastha University ,Delhi ncr,Pharmacy,0.0,0.0,7.8,8.1,7.5,8,8.1,6.9,8.1
Delhi University ,Delhi ncr,Pharmacy,0.0,0.0,7.9,8.4,7.4,8.4,7.9,7.2,8.3
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Delhi ncr,Pharmacy,30730.0,10730.0,7.5,8.4,7.5,8.1,7.5,7.6,6.1
Hamdard Institute of Medical Sciences and Research ,Delhi ncr,Pharmacy,172000.0,0.0,8.6,8.6,8.1,8.8,8.7,8.6,8.8
Apeejay Stya University ,Delhi ncr,Pharmacy,157200.0,290200.0,7.9,8.2,7.5,7.9,7.5,7.7,8.3
"INMANTEC Institutions, Ghaziabad ",Delhi ncr,Pharmacy,90000.0,0.0,8.6,9.1,7.9,9.2,8.6,8.2,8.7
Shri Baba Mastnath Institute of Pharmaceutical Sciences ,Delhi ncr,Pharmacy,79000.0,80000.0,8.4,8.5,8,8,9,8.5,8.5
Sunder Deep Pharmacy College ,Delhi ncr,Pharmacy,115000.0,105950.0,9.2,9.1,8.8,9.9,9.2,8.7,9.3
Institute of Technology and Science ,Delhi ncr,Pharmacy,0.0,0.0,8.2,8.6,7.5,8.3,8.6,7.9,8.1
Spectrum Institute of Pharmaceutical Sciences & Research ,Delhi ncr,Pharmacy,80000.0,117200.0,--,--,--,--,--,--,--
"Aditya College of Pharmacy and Science, New ",Delhi ncr,Pharmacy,0.0,0.0,7.5,7.5,7,8.2,8.1,6.6,7.5
"SD College of Pharmacy and Vocational studies, ",Delhi ncr,Pharmacy,0.0,0.0,--,--,--,--,--,--,--
Ram Gopal College of Pharmacy ,Delhi ncr,Pharmacy,65000.0,110000.0,7.6,8.3,7.3,8.7,7.5,6.7,7.3
BBS Institute of Pharmaceutical and Allied Sciences ,Delhi ncr,Pharmacy,0.0,0.0,4.7,7,4,7,6,2,2
"Gurugram University, Gurgaon ",Delhi ncr,Pharmacy,40000.0,50000.0,8.2,8.6,7.4,8.4,8.6,8,8.1
"Monad University, Hapur ",Delhi ncr,Pharmacy,71000.0,0.0,8,7.6,7.4,8.5,8,8.2,8.1
Sharda University ,Delhi ncr,Pharmacy,110000.0,75000.0,7.9,7.7,7.6,7.9,8.6,6.9,8.6
Galgotias University ,Delhi ncr,Pharmacy,110000.0,85000.0,7.6,7.9,6.9,7.9,7.5,7.7,7.8
"Amity University, Gurgaon ",Delhi ncr,Pharmacy,170000.0,84000.0,7.7,7.8,7.1,7.6,8.6,7.1,8.1
Delhi Pharmaceutical Sciences and Research University ,Delhi ncr,Pharmacy,56850.0,44050.0,9,9.6,8.8,8.8,9.4,8.6,8.8
"Starex University, Gurgaon ",Delhi ncr,Pharmacy,110000.0,100000.0,8.8,9.1,9.1,8.7,8.6,8.5,8.7
SunRise University ,Delhi ncr,Pharmacy,107200.0,300000.0,8.1,8.1,7.3,8.7,8.1,7.9,8.4
"Shobhit University, Meerut ",Delhi ncr,Pharmacy,122400.0,0.0,7.8,8.4,7.3,7.8,8.3,7,7.9
Modern Vidya Niketan ,Delhi ncr,Pharmacy,95000.0,125000.0,7,7.2,6.4,7.7,7,6.8,6.8
"Andhra University, College of Pharmaceutical Sciences, Visakhapatnam ",Andhra pradesh,Pharmacy,329988.0,315483.0,8,8.8,7.4,7.3,9,7.5,8
"Chalapathi Institute of Pharmaceutical Sciences, Guntur ",Andhra pradesh,Pharmacy,36100.0,67800.0,8.1,8.7,8,8.3,8.8,7.9,7.1
Acharya Nagarjuna University ,Andhra pradesh,Pharmacy,11750.0,93230.0,7.3,7.7,7,7.2,8,5.7,8.2
Sri Padmavati Mahila Visvavidyalayam ,Andhra pradesh,Pharmacy,11450.0,15000.0,7.6,8.3,7.4,7.8,7.5,6.2,8.1
Sri Venkateswara College of Pharmacy ,Andhra pradesh,Pharmacy,56300.0,117500.0,5.9,7,4.5,7.7,6,3.7,6.7
Raghavendhra Institute of Pharmaceutical Education and Research ,Andhra pradesh,Pharmacy,30200.0,104784.0,8,8.5,6.5,8.6,9,7.2,8.2
K L University ,Andhra pradesh,Pharmacy,185000.0,175000.0,8.3,8.5,7.6,8.3,8.8,8.3,8.2
Bapatla College of Pharmacy ,Andhra pradesh,Pharmacy,52000.0,110000.0,7.6,9,7.8,8.6,9.8,4.2,6
Sri Venkateswara University ,Andhra pradesh,Pharmacy,121780.0,363094.0,8.1,7.9,8.3,8.2,7.9,7.7,8.4
"Vignan’s Foundation for Science, Technology, and Research, ",Andhra pradesh,Pharmacy,150000.0,0.0,8.2,8.2,8.4,8.5,8.2,7.7,8.4
Shri Vishnu College of Pharmacy ,Andhra pradesh,Pharmacy,80020.0,107900.0,8,8.1,8,8.1,8.4,7.7,7.8
Jawaharlal Nehru Technological University ,Andhra pradesh,Pharmacy,180000.0,0.0,7.4,7.7,6.8,7.1,7.7,7.1,7.8
Centurion University of Technology and Management ,Andhra pradesh,Pharmacy,60000.0,0.0,7.8,8,7.2,8.3,7.6,7.4,8.3
Malineni Perumallu Educational Society's Group of Institutions ,Andhra pradesh,Pharmacy,50200.0,0.0,6.3,5.7,7.5,7.3,5.3,4.7,7.1
Kakinada Institute of Technology and Science ,Andhra pradesh,Pharmacy,0.0,0.0,6.9,7.4,7.1,6.8,7,5.9,7.1
AKRG College of Pharmacy ,Andhra pradesh,Pharmacy,38200.0,110000.0,--,--,--,--,--,--,--
"A.M.Reddy Memorial College of Pharmacy, Guntur ",Andhra pradesh,Pharmacy,40000.0,68000.0,--,--,--,--,--,--,--
ASN Pharmacy College ,Andhra pradesh,Pharmacy,31000.0,110000.0,8.7,9,8,9.3,--,--,--
"Balaji College of Pharmacy, Ananthapur ",Andhra pradesh,Pharmacy,44100.0,110000.0,8.1,8,7.5,8.5,8,8,8.5
Bellamkonda Institute of Technology and Sciences ,Andhra pradesh,Pharmacy,240000.0,220000.0,--,--,--,--,--,--,--
GITAM Institute of Pharmacy ,Andhra pradesh,Pharmacy,132000.0,170000.0,6.2,7,4,7,7,4,8
"Hindu College of Pharmacy, Guntur ",Andhra pradesh,Pharmacy,60450.0,110000.0,7.5,8,7.3,7,8.3,6.6,7.7
"K.G.R.L College of Pharmacy, Bhimavaram ",Andhra pradesh,Pharmacy,45800.0,110000.0,--,--,--,--,--,--,--
KVSR Siddhartha College of Pharmaceutical Sciences ,Andhra pradesh,Pharmacy,90000.0,110000.0,6.8,8.3,5.3,7.7,8.7,4.3,6.7
"MAM College of Pharmacy, Narasaraopet ",Andhra pradesh,Pharmacy,50000.0,110000.0,6.3,7,--,--,6,6,--
Narasaraopeta Institute of Pharmaceutical Sciences ,Andhra pradesh,Pharmacy,48000.0,110000.0,--,--,--,--,--,--,--
"Narayana Pharmacy College, Nellore ",Andhra pradesh,Pharmacy,65000.0,110000.0,8.2,8.8,7.6,9,9,7,7.6
Nimra College of Pharmacy ,Andhra pradesh,Pharmacy,50200.0,118900.0,7.2,7.3,6.7,7.3,7.7,7,7.3
"Pydah College of Pharmacy, Kakinada ",Andhra pradesh,Pharmacy,35000.0,110000.0,--,--,--,--,--,--,--
Manipal College of Pharmaceutical Sciences ,Karnataka,Pharmacy,425000.0,313000.0,8.6,8.8,7.9,8.8,8.8,8.5,8.6
"JSS Academy of Higher Education & Research, ",Karnataka,Pharmacy,253250.0,284500.0,8.2,8.3,7.5,8.6,8.5,8,8
"KLE University's College of Pharmacy, Belgaum ",Karnataka,Pharmacy,127000.0,150000.0,8.1,8,8,8.3,8.3,8,8
The Nitte Gulabi Shetty Memorial Institute of ,Karnataka,Pharmacy,97000.0,110000.0,8.3,9.2,7.7,8.6,8.6,7.5,8.4
Acharya & BM Reddy College of Pharmacy ,Karnataka,Pharmacy,230175.0,376175.0,8.3,8.1,7.4,8.5,9.1,8,8.4
"Al- Ameen College of Pharmacy, Bangalore ",Karnataka,Pharmacy,0.0,0.0,8.5,8.7,8.3,8.4,9.3,8.1,8.1
Manipal Academy of Higher Education ,Karnataka,Pharmacy,440000.0,417000.0,8.4,8.5,8.2,8.6,8.8,7.8,8.4
KLE College of Pharmacy ,Karnataka,Pharmacy,72500.0,121000.0,6.6,8,5.8,7.5,7.5,4.8,6
KS Hegde Medical Academy ,Karnataka,Pharmacy,183000.0,186000.0,8.6,9,8.4,9.6,8.4,8.2,8.2
"Maratha Mandal College of Pharmacy, Belgaum ",Karnataka,Pharmacy,0.0,0.0,5.4,8,1.5,7.5,7,4.2,4.3
"SJM College of Pharmacy, Chitradurga ",Karnataka,Pharmacy,120000.0,145000.0,8.7,9,8.5,9,8,9,8.5
"St John's Pharmacy College, Bangalore ",Karnataka,Pharmacy,96000.0,0.0,6.6,8,5.3,6.2,7.4,6.5,6
Farooqia College of Pharmacy ,Karnataka,Pharmacy,140000.0,250000.0,7.8,8,7.4,8.4,6.9,7.8,8.3
"HKE Society's College of Pharmacy, Gulbarga ",Karnataka,Pharmacy,75000.0,100000.0,5.2,5,5,8.5,4.5,4.5,3.5
St George College of Management Science and ,Karnataka,Pharmacy,0.0,0.0,6.4,7.5,5.5,8,6,5,6.3
Krupanidhi College of Pharmacy ,Karnataka,Pharmacy,103500.0,200000.0,8.4,8.9,7.6,8.3,8.5,8.3,8.5
BVV Sangha's Hangal Shri Kumareshwar College of ,Karnataka,Pharmacy,0.0,0.0,7.5,8,7,7.8,9.3,6.3,6.8
"RRK Samithi College of Pharmacy, Bidar ",Karnataka,Pharmacy,485000.0,98000.0,5.8,6.5,4.5,5.5,6,4.5,7.5
PES University ,Karnataka,Pharmacy,200000.0,120000.0,8,8.5,7.7,8.1,8.1,8.1,7.6
T John Institute of Management and Science ,Karnataka,Pharmacy,160000.0,65000.0,8.1,8.5,7.5,8.5,8,7.8,8.3
Dayananda Sagar University ,Karnataka,Pharmacy,188950.0,213450.0,7.3,7.7,6.3,8,7.7,7.6,6.7
"KLE University, Belgaum ",Karnataka,Pharmacy,97500.0,158000.0,7.2,7.4,7,7.6,7.9,6.1,7.4
"Yenepoya University, Mangalore ",Karnataka,Pharmacy,59000.0,225000.0,7.8,8.3,6.9,8.2,8.6,7.6,6.9
Nitte University ,Karnataka,Pharmacy,274500.0,211000.0,7.6,7.1,7.1,7.8,7.8,7.8,7.8
Adichunchanagiri University ,Karnataka,Pharmacy,21430.0,21430.0,7.5,7.3,6.7,8.2,7.7,7.6,7.7
"BLDE University, Bijapur ",Karnataka,Pharmacy,101500.0,0.0,8.1,8.3,7.8,8.4,8.1,7.7,8.1
M.S. Ramaiah University of Applied Sciences ,Karnataka,Pharmacy,338250.0,188250.0,7.6,8.2,6.3,8.2,7.9,7.2,7.8
"Krupanidhi Group of Institutions, Bangalore ",Karnataka,Pharmacy,207000.0,350000.0,8.7,8.8,8.2,8.8,8.9,8.8,8.9
Dayananda Sagar Institutions ,Karnataka,Pharmacy,96000.0,144000.0,7.8,7.8,7.3,7.6,8.8,7.3,7.7
Institute of Clinical Research ,Karnataka,Pharmacy,0.0,0.0,8.6,9,8.3,9,8.7,8.7,8
National Institute of Pharmaceutical Education and Research ,Telangana,Pharmacy,112500.0,0.0,8.4,8.6,8,8.7,8,8.4,8.4
"Sultan Ul Uloom College of Pharmacy, Hyderabad ",Telangana,Pharmacy,110000.0,115000.0,6.9,7,6.7,6.5,7,7,7.3
Jawaharlal Nehru Technological University ,Telangana,Pharmacy,20000.0,0.0,8,8.3,7.7,7.8,8.3,7.6,8.3
Narsee Monjee Institute of Management Studies ,Telangana,Pharmacy,202000.0,0.0,8.8,8.9,8.4,9.2,8.9,8.5,8.9
Deccan School of Pharmacy ,Telangana,Pharmacy,54000.0,75000.0,8.1,9,7.7,8,7.7,8.3,8
Osmania University ,Telangana,Pharmacy,0.0,0.0,7.9,8.3,7.5,8,8,7.7,7.9
Kakatiya University ,Telangana,Pharmacy,14300.0,19770.0,7.2,7.4,6.8,7.6,7.2,6.8,7.4
