College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Gandhi Medical College, Secunderabad ",Telangana,Science,0.0,0.0,7.3,7.9,7.6,7.7,7,6.9,6.7
Maulana Azad National Urdu University ,Telangana,Science,4700.0,9000.0,7.8,7,8.3,8.1,8.6,7.1,7.9
Sarojini Naidu Vanita Mahavidyalaya ,Telangana,Science,12200.0,25975.0,9.4,9.8,9.8,8.5,9.5,9,9.5
Raja Bahadur Venkat Rama Reddy Women's College ,Telangana,Science,22780.0,0.0,8.2,7.8,7.6,8.6,8.3,7.9,8.7
"IPS Academy, Indore ",Madhya pradesh,Science,11429.0,11644.0,7.6,7.7,7.1,7.5,8,7.2,7.8
Indian Institute of Technology ,Madhya pradesh,Science,46800.0,78800.0,8,8.4,7.6,8.1,7.7,7.8,8.4
School of Planning and Architecture ,Madhya pradesh,Science,0.0,0.0,7.5,8.4,7.7,8.1,7.7,5.7,7.4
National Law Institute University ,Madhya pradesh,Science,83500.0,0.0,8.4,8.6,7.9,7.9,9.1,8.5,8.4
Maulana Azad National Institute of Technology ,Madhya pradesh,Science,38600.0,0.0,7.8,7.8,7.5,7.5,7.6,8.1,8.5
Indian Institute of Forest Management ,Madhya pradesh,Science,100000.0,0.0,9,9,9.1,9,9.3,8.5,9.1
Atal Bihari Vajpayee Indian Institute of Information ,Madhya pradesh,Science,75070.0,0.0,7.6,7.5,7,7.1,8.2,7.7,8
Rabindranath Tagore University ,Madhya pradesh,Science,15000.0,20000.0,7.7,8,7.4,7.8,8.6,6.4,7.8
"Rajeev Gandhi College, Bhopal ",Madhya pradesh,Science,15000.0,20000.0,6.7,7,5.9,7.3,7.1,5.6,7.2
Jawaharlal Nehru Krishi Vishwa Vidyalaya ,Madhya pradesh,Science,74411.0,58395.0,7.9,8.2,7.5,8.7,7.7,7,8.4
Prestige Institute of Management ,Madhya pradesh,Science,62450.0,0.0,8.4,9.1,6.8,9,8.2,8.7,8.3
Islamia Karimia College ,Madhya pradesh,Science,9852.0,22550.0,5.9,6,5.5,8,5.5,4.5,6
Shri Vaishnav Institute of Management ,Madhya pradesh,Science,22120.0,0.0,8.1,8.6,7.1,8.7,8,7.5,8.6
Institute for Excellence in Higher Education ,Madhya pradesh,Science,23882.0,34907.0,7.2,7.9,6.5,7.9,7,6.7,7.4
"M.B. Khalsa College, Indore ",Madhya pradesh,Science,22000.0,20000.0,6.6,6.7,5.2,7.8,7.1,5.7,7
"Amity University, Gwalior ",Madhya pradesh,Science,48000.0,64000.0,8.6,8.8,8.5,8.4,9.3,8,8.3
Government M L B Girls PG College ,Madhya pradesh,Science,0.0,0.0,6.9,7.1,6.5,7.4,6.5,5.8,7.8
"Devi Ahilya Vishwavidyalaya, Indore ",Madhya pradesh,Science,18500.0,54500.0,7.5,8,6.5,7.8,7.5,7,7.9
"Government Maharani Laxmi Bai Girls PG College, ",Madhya pradesh,Science,1300.0,8420.0,--,--,--,--,--,--,--
"Altius Institute of Universal Studies, Indore ",Madhya pradesh,Science,30000.0,0.0,9,9,8,--,--,--,--
Regional Institute of Education ,Madhya pradesh,Science,14710.0,0.0,8.6,9,8.3,8.5,8.9,8.4,8.2
Barkatullah University ,Madhya pradesh,Science,5650.0,30000.0,6.9,7.3,6.1,7.4,6.9,6,7.5
Indira Gandhi National Tribal University ,Madhya pradesh,Science,8740.0,10400.0,7.5,7.5,7.3,8.4,7.9,5.9,7.9
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya ,Madhya pradesh,Science,27620.0,17855.0,8.2,9,7,8.5,8,8,8.6
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Madhya pradesh,Science,9100.0,13650.0,7.7,8.3,6.3,8.7,7.3,7.8,7.9
Awadhesh Pratap Singh University ,Madhya pradesh,Science,30000.0,36000.0,7.1,7.9,6.5,8.1,7.2,5.3,7.3
"Career College, Bhopal ",Madhya pradesh,Science,15000.0,15000.0,8.3,8.4,7.6,8.7,8.3,8.4,8.3
Madhya Pradesh Bhoj (Open) University ,Madhya pradesh,Science,10260.0,6180.0,7.8,8.6,7.4,8.7,7.5,7.6,7.2
Bonnie foi College ,Madhya pradesh,Science,12000.0,18800.0,--,--,--,--,--,--,--
"VIT Bhopal University, Bhopal ",Madhya pradesh,Science,43000.0,77000.0,7.9,8.6,7.7,8.4,7.1,8.1,7.4
"Trivandrum University College, Thiruvananthapuram ",Kerala,Science,1555.0,3595.0,8.5,9.2,8,8.6,9,7.5,8.6
"Mar Ivanios College, Thiruvananthapuram ",Kerala,Science,4065.0,4725.0,8.3,8.7,8.1,8.7,8.8,6.6,9
Sacred Heart College ,Kerala,Science,6970.0,10200.0,8.5,8.9,7.5,8.6,8.8,8,9.1
Rajagiri College of Social Sciences ,Kerala,Science,23853.0,46803.0,8.5,8.8,8.5,8.8,8.5,8,8.1
"Government College for Women, Thiruvananthapuram ",Kerala,Science,0.0,0.0,8.2,9,6.8,8.8,9,7.1,8.6
"St Thomas' College, Thrissur ",Kerala,Science,2570.0,3980.0,7.4,8,7,8.1,7,6.6,7.9
"St. Albert's College, Ernakulam ",Kerala,Science,37500.0,45000.0,7.1,7.9,6.4,7.7,7,6.5,6.9
St. Berchmans College ,Kerala,Science,9550.0,142000.0,8.4,8.6,8.2,8.6,8.6,7.7,8.5
"St Teresa's College (Autonomous), Ernakulam ",Kerala,Science,3500.0,7000.0,8.4,8.9,7.4,9,8.2,7.7,9.3
"Mahatma Gandhi College, Trivandrum ",Kerala,Science,2800.0,84376.0,8.1,8.7,7.5,8.6,8.8,5.9,8.9
"Government Arts College, Thiruvananthapuram ",Kerala,Science,0.0,0.0,7.8,9.3,6.3,9,8,6.5,7.5
"Farook College, Kozhikode ",Kerala,Science,3190.0,5020.0,8.1,8.7,8.1,8.5,8.5,5.8,9
"Newman College, Thodupuzha ",Kerala,Science,3265.0,4993.0,7.2,8.4,5.1,7.8,8,6.6,7
T.K.M. College of Arts and Science ,Kerala,Science,22500.0,37500.0,8,8.1,7.5,8.1,8.3,7.5,8.6
"St Joseph's College Devagiri, Calicut ",Kerala,Science,71300.0,38000.0,8.4,8.8,7.7,8.7,8.7,7.4,9
"Fatima Mata National College, Kollam ",Kerala,Science,3805.0,5090.0,8.2,8.7,6.3,8.7,9.3,6.9,9.3
"Christ College Irinjalakuda, Thrissur ",Kerala,Science,871000.0,970000.0,8,8.3,7.7,8.2,8.4,7.2,8.3
"Mar Thoma College, Tiruvalla ",Kerala,Science,0.0,0.0,7.2,7.6,6.7,8.3,7.4,5.2,7.7
"Nirmalagiri College, Kannur ",Kerala,Science,2545.0,4380.0,8,9.3,7.3,8.1,9,6.7,7.8
National Institute of Technology ,Kerala,Science,27405.0,27405.0,8.1,8.4,7.9,7.7,8,8.1,8.2
Indian Institute of Space Science and Technology ,Kerala,Science,21400.0,87400.0,8.1,8.9,7.8,8.5,8.6,7.7,7.2
Mahatma Gandhi University ,Kerala,Science,3280.0,20200.0,7.7,8,7.5,8,8,6.2,8.2
Calicut University ,Kerala,Science,2520.0,5525.0,7,7.5,6.2,7.5,7.4,5.4,7.9
"Oriental School of Hotel Management Lakkidi, Wayanad ",Kerala,Science,97800.0,0.0,7.5,8.3,7,7.6,7.1,8.1,6.7
"Bishop Vayalil Memorial Holy Cross College, Kottayam ",Kerala,Science,18470.0,41828.0,7.6,8.3,6.6,9,7.7,7.3,6.7
"St. Mary's College Sulthan Bathery, Sulthan Batheri ",Kerala,Science,45000.0,0.0,6.8,7.8,6.9,6.8,7.5,3.8,7.8
"Government College, Kasaragod ",Kerala,Science,0.0,0.0,8.2,8.3,7.4,9.1,8.7,6.6,9
"Cochin University of Science and Technology, School ",Kerala,Science,8595.0,0.0,8.3,8.5,7.8,8.3,8.2,8.2,8.7
SCMS School of Technology and Management ,Kerala,Science,45000.0,0.0,7.8,7.9,7.7,8.4,7.5,8.3,7.2
Kerala Veterinary and Animal Sciences University ,Kerala,Science,152350.0,119100.0,8.1,8.7,7,8.4,8,8.2,8
Birla Institute of Technology and Science ,Rajasthan,Science,492950.0,86825.0,8.9,8.8,8.2,8.8,9,9,9.3
National Law University ,Rajasthan,Science,95000.0,0.0,8.4,8.8,8.1,7.5,8.6,8.8,8.5
College of Veterinary and Animal Sciences ,Rajasthan,Science,15740.0,15740.0,7.8,8.4,7.5,7.7,8.2,7.8,7.3
"Institute of Hotel Management, Jodhpur, Jodhpur ",Rajasthan,Science,48000.0,0.0,8,8,7.6,8,8.2,8.1,8
"Banasthali Vidyapith, Jaipur ",Rajasthan,Science,118500.0,118500.0,8.5,8.8,8.2,8.9,8.6,7.9,8.8
Indian Institute of Technology ,Rajasthan,Science,58500.0,65500.0,8.2,8,7.9,8.2,8.2,8,8.7
All India Institute of Medical Sciences ,Rajasthan,Science,1465.0,20000.0,8,8.3,7.9,8.4,8.8,7.7,7.1
Malaviya National Institute of Technology ,Rajasthan,Science,67665.0,71065.0,8.2,8.2,7.4,8,8.7,8.2,8.5
Madhav University ,Rajasthan,Science,45000.0,22000.0,7.8,7.9,7.5,8.2,7.9,7.3,7.8
"St Xaviers College, Jaipur ",Rajasthan,Science,57000.0,0.0,7.6,8.2,7.1,8.3,7.8,6,8.4
"Dr SN Medical College & Hospital, Jodhpur ",Rajasthan,Science,0.0,0.0,7.9,8.1,6.8,8.5,8,7.8,7.9
Janardan Rai Nagar Rajasthan Vidyapeeth University ,Rajasthan,Science,23000.0,26000.0,7.8,8.3,7.5,8.3,7.9,7.3,7.5
"Amity University, Jaipur ",Rajasthan,Science,122000.0,118000.0,8,7.8,7.6,7.8,8.9,7.4,8.7
"Poddar Group of Institutions, Jaipur ",Rajasthan,Science,37000.0,36000.0,7.7,8.3,7.1,8.6,7.4,6.9,8
"Lucky Institute of Professional Studies, Jodhpur ",Rajasthan,Science,26000.0,35000.0,7.7,7.8,8,8.3,7.7,6,8.2
Jai Narain Vyas University ,Rajasthan,Science,480.0,420.0,6.2,6.9,5.2,7.1,6.4,4.9,6.4
Mahatma Jyoti Rao Phoole University ,Rajasthan,Science,52000.0,50000.0,6.8,6.9,6.2,7.4,7.7,6.4,6.4
"Lachoo Memorial College Science and Technology, Jodhpur ",Rajasthan,Science,51175.0,51175.0,6.5,7.4,5.5,6.8,7.1,4.7,7.3
Birla Institute of Technology ,Rajasthan,Science,0.0,0.0,7.2,8.1,5.4,8.1,6.9,7.8,7.1
Career Point University ,Rajasthan,Science,39000.0,31000.0,8.3,8.4,7.9,8.4,8.4,7.6,8.9
"IIHMR University, Jaipur ",Rajasthan,Science,140000.0,0.0,8.5,8.6,8.1,8.5,8.8,8.5,8.2
"SPC Education Center, Jaipur ",Rajasthan,Science,2500.0,2500.0,10,--,--,--,--,--,--
College of Veterinary and Animal Sciences ,Rajasthan,Science,15740.0,0.0,8.8,9,8,9,8.5,8.5,9.5
"St Wilfreds College for Girls, Jaipur ",Rajasthan,Science,0.0,0.0,7.5,8.4,6.5,8.3,7.4,6.7,7.5
Mewar University ,Rajasthan,Science,35000.0,38000.0,8,7.9,7.1,8.1,8.8,7.3,8.6
"Jaipur National University, School of Business & ",Rajasthan,Science,0.0,0.0,8.1,8.4,8,9,7.4,7.6,8.3
"Swami Keshwanand Rajasthan Agricultural University, Bikaner ",Rajasthan,Science,12710.0,15030.0,8.1,8.4,7.6,8.5,7.6,7.7,8.5
"Alankar P.G. Girls College, Jaipur ",Rajasthan,Science,26000.0,40000.0,9,9,9,9,9,9,9
University of Rajasthan ,Rajasthan,Science,5440.0,8770.0,7.6,8.1,7.1,8.1,7.9,6.5,7.8
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Haryana,Science,37200.0,22900.0,8.2,8.4,8,8.5,8.2,7.6,8.4
"Post Graduate Government College, Chandigarh ",Haryana,Science,26590.0,53760.0,7.7,8.4,7.2,8.4,7.5,6.5,7.9
"Government Home Science College, Chandigarh ",Haryana,Science,87060.0,55530.0,9.1,8.7,9.3,9.3,8.7,8.7,9.7
Goswami Ganesh Dutt Sanatan Dharama College ,Haryana,Science,24500.0,0.0,8.1,8.6,7.6,8.5,8.1,7.1,8.8
Post Graduate Institute of Medical Education & ,Haryana,Science,7320.0,3470.0,8,8.3,6.8,8.8,8.2,8,8
Panjab University ,Haryana,Science,12700.0,12000.0,7.7,8.2,7.7,8,7.7,6.5,8.2
National Dairy Research Institute ,Haryana,Science,17800.0,0.0,9,8.8,8.7,9.1,9.4,9.1,8.9
Maharshi Dayanand University ,Haryana,Science,11315.0,3984.0,7.8,8,7.7,8,8.4,6.6,8
Government Medical College and Hospital ,Haryana,Science,9500.0,26054.0,7.9,8.7,7,8.5,8.2,6.9,8.3
National Institute of Technology ,Haryana,Science,16000.0,0.0,8.2,8,7.4,8.1,8.2,8.6,8.6
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Haryana,Science,12395.0,15405.0,7.5,8.4,7.5,8.1,7.5,7.6,6.1
Chandigarh University ,Haryana,Science,110000.0,100000.0,8.6,8.6,8.2,8.4,9,8.6,8.8
"Chitkara School of Hospitality -[CSH], Chandigarh ",Haryana,Science,0.0,0.0,8.4,8.7,7,9,8.3,8.7,8.5
"University Institute of Tourism and Hospitality Management, ",Haryana,Science,116000.0,0.0,9.6,9.8,9.4,9.8,9.6,9.6,9.6
Punjab Engineering College University of Technology ,Haryana,Science,28000.0,0.0,8,7.9,7.3,7.6,7.7,8.4,9
Apeejay Stya University ,Haryana,Science,290200.0,120000.0,7.9,8.2,7.5,7.9,7.5,7.7,8.3
"University School of Business, Chandigarh University ",Haryana,Science,60000.0,0.0,9.1,9.1,8.8,9.1,9.2,9.3,8.9
Kurukshetra University ,Haryana,Science,8290.0,40600.0,7.5,8.1,7,8,7.7,6.5,7.7
"Arya Post Graduate College, Panipat ",Haryana,Science,28900.0,48500.0,7.8,8.4,6.8,8.8,8,6.3,8.6
National Institute of Food Technology Entrepreneurship and ,Haryana,Science,115690.0,0.0,8.1,8.5,7.1,6.9,9.4,8.5,7.9
Guru Jambheshwar University of Science and Technology ,Haryana,Science,22600.0,44800.0,7.7,7.7,7.3,7.5,8.9,6.5,8
"J.C. Bose University Of Science And Technology, ",Haryana,Science,53195.0,53195.0,7.3,7.7,6.5,7.4,6.6,7.7,7.6
Maharishi Markandeshwar ,Haryana,Science,45000.0,53500.0,7.5,7.6,7.2,7.7,8.3,6.8,7.6
DAV College ,Haryana,Science,29065.0,58910.0,8,8.4,7.4,8.3,8,6.8,8.8
"Morph Academy, Chandigarh ",Haryana,Science,70000.0,80000.0,8.3,9,6,9,8.5,8.5,9
Manav Rachna International Institute Of Research And ,Haryana,Science,116000.0,165000.0,7.2,7.1,6.7,6.5,8.4,6.5,7.8
"SRM University Delhi NCR, Sonepat ",Haryana,Science,88500.0,88500.0,7.8,8,7.5,7.9,8.1,7.6,7.9
"Ashoka University, Sonepat ",Haryana,Science,925000.0,45000.0,8.6,8.6,8.6,8.9,8.7,8.3,8.5
MM Institute of Hotel Management and Catering ,Haryana,Science,53500.0,70500.0,--,--,--,--,--,--,--
"Gurugram University, Gurgaon ",Haryana,Science,50000.0,0.0,8.2,8.6,7.4,8.4,8.6,8,8.1
PD Patel Institute of Applied Sciences ,Gujarat,Science,49000.0,80000.0,8.3,8,7,9,--,--,--
"St Xavier's College, Ahmedabad ",Gujarat,Science,9985.0,70100.0,8.1,8.4,7.4,8.6,8.3,7.3,8.7
Indian Institute of Technology ,Gujarat,Science,48500.0,48500.0,8.4,8.3,8.4,8.8,9.1,7.2,8.8
National Institute of Pharmaceutical Education And Research ,Gujarat,Science,150450.0,92000.0,7.5,7.7,6.7,7.7,8,7.3,7.8
"GLS Institute of Computer Application, Ahmedabad ",Gujarat,Science,0.0,0.0,8.1,8.5,7.4,8.4,8.4,7.7,8
"Institute of Pharmacy, Nirma University, Ahmedabad ",Gujarat,Science,98200.0,0.0,8.4,8.8,7.8,8.3,9,7.7,8.5
B. J. Medical College ,Gujarat,Science,0.0,0.0,8.6,9,8.3,8.5,8.1,9.3,8.3
Maharaja Sayajirao University of Baroda ,Gujarat,Science,9090.0,8840.0,7.9,8.3,7,8.4,8,7.2,8.4
Sardar Vallabhbhai National Institute of Technology ,Gujarat,Science,87500.0,40000.0,8,7.9,7.8,7.6,8.2,7.9,8.4
"Smt. NHL Municipal Medical College, Ahmedabad ",Gujarat,Science,0.0,0.0,7.7,8.4,7.4,8.2,6.3,8.4,7.4
"Junagadh Agricultural University, Junagadh ",Gujarat,Science,39140.0,39140.0,7.9,8,7.9,7.7,8.2,6.9,8.6
Pramukhswami Medical College ,Gujarat,Science,0.0,0.0,8,8.7,6.2,8.8,8.3,8,8
Smt. B.K. Shah Medical Institute and Research ,Gujarat,Science,0.0,0.0,7.1,7.7,6,7.8,5.7,7.8,7.7
LJ Institute of Computer Application ,Gujarat,Science,0.0,0.0,7,8,5.3,7.7,7.3,6.7,7
Swami Vivekanand College of Computer Science ,Gujarat,Science,0.0,0.0,--,--,--,--,--,--,--
Dr Babasaheb Ambedkar Open University ,Gujarat,Science,4200.0,26000.0,7.7,8.5,5.5,8.5,8,7.5,8.1
"Christ College, Rajkot ",Gujarat,Science,23630.0,33275.0,8.2,8.6,7.4,9.2,9,6.6,8.2
"Ahmedabad University, Ahmedabad ",Gujarat,Science,260000.0,260000.0,8.6,9,7.6,8.9,9.2,8,9
Navrachana University ,Gujarat,Science,80000.0,110000.0,7.7,7.7,7.4,8.2,8,7.2,7.8
Dhirubhai Ambani Institute of Information and Communication ,Gujarat,Science,375000.0,65000.0,8.7,8.8,8,8.4,8.7,9.2,8.8
LM College of Pharmacy ,Gujarat,Science,0.0,0.0,7.4,8,6.4,8.2,7.2,7.2,7.2
"Faculty of Technology and Engineering, Maharaja Sayajirao ",Gujarat,Science,9840.0,9660.0,8.1,8.4,6.6,8.5,8,8.3,8.8
Anand Agricultural University ,Gujarat,Science,22500.0,19600.0,8.3,9,7.8,8.4,9.1,7.7,7.9
Sardar Patel University ,Gujarat,Science,68140.0,61325.0,7.8,8.6,7,8.5,7.7,7.3,7.8
Sardarkrushinagar Dantiwada Agricultural University ,Gujarat,Science,26370.0,0.0,8.3,8.3,8.3,8.6,8.1,8.1,8.5
Gujarat Arts and Science College ,Gujarat,Science,0.0,0.0,7.5,8.3,6.4,7.4,8.6,6.1,7.9
"Navsari Agricultural University, Navsari ",Gujarat,Science,45100.0,42900.0,8,8.3,7.4,8.4,7.8,7.8,8.2
Times Business School ,Gujarat,Science,0.0,0.0,8.1,8,7,8.5,8,8,9
"CU Shah Science College, Ahmedabad ",Gujarat,Science,0.0,0.0,7,8.3,5.4,8.5,6.5,6.8,6.5
Nirma University ,Gujarat,Science,178000.0,97200.0,8.4,8.6,8,8.4,9.1,8.1,8.2
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Punjab,Science,37200.0,22900.0,8.2,8.4,8,8.5,8.2,7.6,8.4
"Post Graduate Government College, Chandigarh ",Punjab,Science,26590.0,53760.0,7.7,8.4,7.2,8.4,7.5,6.5,7.9
"Government Home Science College, Chandigarh ",Punjab,Science,87060.0,55530.0,9.1,8.7,9.3,9.3,8.7,8.7,9.7
Goswami Ganesh Dutt Sanatan Dharama College ,Punjab,Science,24500.0,0.0,8.1,8.6,7.6,8.5,8.1,7.1,8.8
Post Graduate Institute of Medical Education & ,Punjab,Science,7320.0,3470.0,8,8.3,6.8,8.8,8.2,8,8
Panjab University ,Punjab,Science,12700.0,12000.0,7.7,8.2,7.7,8,7.7,6.5,8.2
National Institute of Pharmaceutical Education and Research ,Punjab,Science,90500.0,127500.0,9.2,9.1,9.4,9.1,9.9,8.5,9.4
Punjab Agricultural University ,Punjab,Science,72920.0,102390.0,7.8,8.5,7.5,8.1,8.5,6,8.1
Thapar Institute of Engineering and Technology ,Punjab,Science,148600.0,116460.0,8.3,8,8.1,7.7,8.9,8.2,8.8
Indian Institute of Technology ,Punjab,Science,24270.0,16300.0,8.5,8.5,8.1,8.2,9.1,8.4,8.9
Government Medical College and Hospital ,Punjab,Science,9500.0,26054.0,7.9,8.7,7,8.5,8.2,6.9,8.3
Kamla Nehru College for Women ,Punjab,Science,0.0,0.0,7.9,8.5,8,8.2,8.3,5.8,8.8
"Government Medical College / Rajindra Hospital-[GMCP], Patiala ",Punjab,Science,0.0,0.0,7.5,7.3,7.3,8.3,6.5,7.8,7.5
Chandigarh University ,Punjab,Science,110000.0,100000.0,8.6,8.6,8.2,8.4,9,8.6,8.8
"Chitkara School of Hospitality -[CSH], Chandigarh ",Punjab,Science,0.0,0.0,8.4,8.7,7,9,8.3,8.7,8.5
"University Institute of Tourism and Hospitality Management, ",Punjab,Science,116000.0,0.0,9.6,9.8,9.4,9.8,9.6,9.6,9.6
Punjab Engineering College University of Technology ,Punjab,Science,28000.0,0.0,8,7.9,7.3,7.6,7.7,8.4,9
Northern India Institute of Fashion Technology ,Punjab,Science,125090.0,125090.0,7.6,7.2,7.3,8.1,7.5,7.8,7.9
"University School of Business, Chandigarh University ",Punjab,Science,60000.0,0.0,9.1,9.1,8.8,9.1,9.2,9.3,8.9
"Ludhiana College of Engineering and Technology, Ludhiana ",Punjab,Science,107000.0,0.0,6.7,7,6.8,7.5,6.8,5.1,7.2
Punjab Institute of Management and Technology ,Punjab,Science,0.0,0.0,8.9,9.4,8.4,9.4,8.8,8.6,8.6
I.K. Gujral Punjab Technical University ,Punjab,Science,32150.0,38600.0,8.1,8,7.4,8.7,8.3,7.7,8.7
"Khalsa College, Amritsar ",Punjab,Science,56370.0,75445.0,7.9,8.3,7.7,7.9,8.3,6.5,8.4
"BBK DAV College for Women, Amritsar ",Punjab,Science,22200.0,25080.0,8.8,9,8.5,9.5,8.2,7.8,9.5
"OXL School of Multimedia, Jalandhar ",Punjab,Science,0.0,0.0,--,--,--,--,--,--,--
Dr BR Ambedkar National Institute of Technology ,Punjab,Science,118000.0,33000.0,7.9,8,7.7,7.6,8,8,8.3
"Doaba College, Jalandhar ",Punjab,Science,27650.0,27560.0,8.7,9.1,8.4,9.4,8.6,8.1,8.5
Sant Longowal Institute of Engineering and Technology ,Punjab,Science,52000.0,27900.0,7.6,7.7,7.1,7.5,8.4,6.5,8.1
DAV College ,Punjab,Science,29065.0,58910.0,8,8.4,7.4,8.3,8,6.8,8.8
St. Xavier's College ,West bengal,Science,60500.0,168000.0,8.3,8.8,7.4,8.4,8.6,7.8,8.8
Ramakrishna Mission Vivekananda Centenary College Rahara ,West bengal,Science,10420.0,34040.0,8,9.3,6.9,8.9,8.5,6.4,7.7
"Ramakrishna Mission Vidyamandira, Howrah ",West bengal,Science,14400.0,14400.0,8.8,9.3,8.6,9.4,8.9,7.8,8.6
Ramakrishna Mission Residential College ,West bengal,Science,47100.0,40000.0,8.3,8.9,8.1,9,8.4,6.7,8.4
Lady Brabourne College ,West bengal,Science,68534.0,0.0,7.6,8.9,7,8.3,7.9,6.3,7
"Bethune College, Kolkata ",West bengal,Science,1371.0,6561.0,8,9.1,7.3,8.8,7.9,6.8,8.1
"Scottish Church College, Kolkata ",West bengal,Science,20246.0,50900.0,7.8,8.3,7.8,8.3,8.1,6.3,8.2
"Loreto College, Kolkata ",West bengal,Science,22640.0,0.0,8.3,9.3,6.8,9.3,8.1,7.6,8.6
Indian Institute of Technology ,West bengal,Science,25465.0,82070.0,8.5,8.8,7.2,8.2,8.9,8.8,9
Jadavpur University ,West bengal,Science,2400.0,0.0,8.4,9,7.6,8.5,8.1,8.4,9
Indian Institute of Engineering Science and Technology ,West bengal,Science,41500.0,28000.0,8,8.3,7.7,7.9,7.9,7.5,8.4
"University of Calcutta, Kolkata ",West bengal,Science,2314.0,1604.0,7.7,8.6,6.9,8.5,7.7,6.5,7.7
"Presidency University, Kolkata ",West bengal,Science,2125.0,2295.0,8.1,8.8,7.3,8.6,8.8,6.5,8.3
"NSHM Knowledge Campus, Durgapur ",West bengal,Science,137000.0,177510.0,8.3,8.5,8.1,8.6,8.6,7.7,8.5
National Institute of Technology ,West bengal,Science,149100.0,39100.0,7.7,8,6.8,7.8,7.5,7.8,8.4
Institute of Post Graduate Medical Education And ,West bengal,Science,6000.0,0.0,8,8.7,7.4,7.9,8.3,8.5,7.2
Guru Nanak Institute of Hotel Management ,West bengal,Science,105000.0,0.0,8,8.3,7.3,8,8.2,8.4,7.9
"NSHM Knowledge Campus, Kolkata ",West bengal,Science,156000.0,140000.0,7.8,8,6.8,8.1,8.2,7.7,8
JD Birla Institute ,West bengal,Science,175248.0,84200.0,7.6,8.3,6.1,8.1,7.7,7.6,8
"Annex College, Kolkata ",West bengal,Science,198000.0,120000.0,7.9,7.7,8.3,8.3,7.8,7.5,8
Institute of Management Study ,West bengal,Science,55000.0,55000.0,7.3,7.8,6.4,7.7,7.6,7.3,6.8
"George Group of Colleges, Kolkata ",West bengal,Science,88550.0,116000.0,7.8,8.7,6.4,8.6,8,7.5,7.5
Indian Institute of Social Welfare and Business ,West bengal,Science,0.0,0.0,7.7,8.6,6.5,8.3,6.9,8,8
"Gokhale Memorial Girls' College, Kolkata ",West bengal,Science,16060.0,0.0,7.8,8.8,7.2,8.8,7.1,7.2,7.9
"NIMAS, Kolkata ",West bengal,Science,149000.0,0.0,8.8,9.7,9,8.6,9.5,7.4,8.4
Institute of Engineering and Management ,West bengal,Science,0.0,0.0,7.5,8.2,6.5,8,6.7,8.4,7.2
Eastern Institute for Integrated Learning In Management ,West bengal,Science,270000.0,0.0,7.5,7.6,6.6,7.5,7.4,8.1,7.6
"KD College of Commerce & General Studies, ",West bengal,Science,11700.0,0.0,7.3,8.8,7.8,6.4,8.2,5.3,7
Uttar Banga Krishi Vishwavidyalaya ,West bengal,Science,6000.0,0.0,7.3,7.9,6.6,8,7.3,5.5,8.2
"Asutosh College, Kolkata ",West bengal,Science,7250.0,0.0,7.5,8.3,6.5,8.4,7.7,5.6,8.5
National Institute of Technology ,Orissa,Science,97500.0,113000.0,8.4,8.3,7.9,7.8,9.1,8.2,8.9
Indian Institute of Technology ,Orissa,Science,84460.0,43568.0,7.8,8.1,8,8,7.8,7.8,7.2
Siksha 'O' Anusandhan University ,Orissa,Science,85000.0,25000.0,8.3,8.6,7.6,8.3,8.7,8,8.5
Institute of Technical Education and Research ,Orissa,Science,85000.0,0.0,8.2,8.4,7.4,8.2,8.6,8.3,8
Kalinga Institute of Industrial Technology ,Orissa,Science,139000.0,271000.0,8.6,8.4,8.1,8.2,9.2,8.6,9
Xavier University ,Orissa,Science,167000.0,150000.0,8.2,8.7,7.8,8.4,9.2,6.8,8.4
"C. V. Raman Global University, Bhubaneswar ",Orissa,Science,40000.0,0.0,7.6,7.9,7,7.5,8.2,7.5,7.6
Veer Surendra Sai University of Technology ,Orissa,Science,91140.0,91140.0,7.9,8.2,7.7,7.9,7.4,7.7,8.4
Central Institute of Freshwater Aquaculture ,Orissa,Science,60900.0,0.0,--,--,--,--,--,--,--
BJB Autonomous College ,Orissa,Science,25000.0,0.0,7.4,8.3,6.8,7.9,7.4,5.9,7.9
Orissa University of Agriculture and Technology ,Orissa,Science,35569.0,17860.0,7.5,8.1,7.6,8.1,7.1,6,8.3
Regional Institute of Education ,Orissa,Science,14155.0,0.0,8.3,8.5,8,8.2,8,8.3,8.9
Biju Pattnaik College of Science & Education ,Orissa,Science,0.0,0.0,8,8.5,6.9,8.6,8,7.5,8.4
"Rama Devi Women's University, Bhubaneswar ",Orissa,Science,4023.0,3610.0,7.9,8.5,7.3,8.7,8.3,6,8.7
Directorate of Research on Woman in Agriculture ,Orissa,Science,0.0,0.0,--,--,--,--,--,--,--
"Maharishi College of Natural Law, Bhubaneswar ",Orissa,Science,0.0,0.0,7.5,8.6,6.4,8.8,7.8,4.7,8.9
